0;1.53282;0.93592;1.91766;0.96869;1.76792;1.16002;0.96385;0.92275;1.95177;0.91563;0.95416;1.82782;0.97373;1.81842;0.96685;1.83794;2.10333;1.80372;1.83852;1.78342;1.85342;2.11109;2.14102;2.12576;2.07272;1.73367;2.08172;2.13777;2.09241;2.09524;2.12143;2.0561;2.13199;2.12878;2.13828;2.13441;1.71916;1.73884;1.74328;
1.53282;0;0.8944;0.96913;0.94844;0.8648;1;0.97231;0.82833;0.90957;0.95597;0.82644;0.295;0.8076;1.72637;0.56597;0.79729;0.9583;1.7622;1.71968;1.67675;1.73564;0.90539;0.84634;0.80963;0.86675;0.96886;0.9922;0.96126;0.90096;0.88663;0.96399;1.89608;0.94663;0.9298;0.93175;0.72044;0.18634;0.20602;0.21046;
0.93592;0.8944;0;1.62602;1.55088;0.9238;0.86838;1.83114;1.12958;1.66013;1.43328;1.07424;1.1894;1.70199;0.8825;1.46037;0.90202;1.7882;0.8678;0.9026;0.8475;0.9175;1.79978;1.74074;1.70402;1.76114;1.44203;1.79008;1.84613;1.79535;1.78102;1.82979;1.76446;1.84035;1.8242;1.82614;1.61484;1.08074;1.10041;1.10486;
1.91766;0.96913;1.62602;0;1.44013;1.36553;0.75763;1.72039;1.01883;1.54938;1.32253;0.96349;1.26413;1.71023;2.2271;1.5351;1.61638;1.70094;2.2788;2.22041;2.17748;2.23637;1.7087;1.73863;1.72337;1.67033;1.33128;1.67933;1.73538;1.69002;1.69285;1.71904;0.9866;1.7296;1.72639;1.73589;1.68957;1.15547;1.17515;1.17959;
0.96869;0.94844;1.55088;1.44013;0;1.2904;0.6825;1.64525;0.9437;1.47425;1.2474;0.88836;1.24344;1.6351;2.15197;1.51442;1.54125;1.62581;2.20367;2.14527;2.10235;2.16123;1.63357;1.6635;1.64824;1.59519;1.25615;1.6042;1.66024;1.61488;1.61772;1.64391;1.57858;1.65446;1.65126;1.66075;1.65689;1.13478;1.15446;1.15891;
1.76792;0.8648;0.9238;1.36553;1.2904;0;0.6079;1.57065;0.8691;1.39965;1.1728;0.81376;1.1598;1.5605;0.86157;1.43077;1.46665;1.55121;0.91327;0.85488;0.81195;0.87083;1.55897;1.5889;1.57364;1.52059;1.18155;1.5296;1.58564;1.54028;1.54312;1.56931;1.50398;1.57986;1.57666;1.58615;1.58229;0.9656;0.9026;0.8881;
1.16002;1;0.86838;0.75763;0.6825;0.6079;0;0.96275;0.2612;0.79175;0.5649;0.20586;0.79847;0.9526;1.46947;0.91403;0.85875;0.94331;1.52117;1.46277;1.41985;1.47873;0.95107;0.981;0.96574;0.91269;0.57365;0.9217;0.97774;0.93238;0.93522;0.96141;0.89608;0.97196;0.96876;0.97825;0.97439;1.18634;1.20602;1.21046;
0.96385;0.97231;1.83114;1.72039;1.64525;1.57065;0.96275;0;1.22395;1.7545;1.52765;1.16861;1.26731;1.77991;2.43222;1.53828;1.7696;1.90606;2.48392;2.42553;2.3826;2.44149;1.8777;1.81865;1.78194;1.83906;1.5364;1.88445;1.93357;1.87327;1.85894;1.92416;1.85883;1.91894;1.90211;1.90406;1.69275;1.15865;1.17833;1.18277;
0.92275;0.82833;1.12958;1.01883;0.9437;0.8691;0.2612;1.22395;0;1.05295;0.8261;0.46706;1.05967;1.2138;1.73067;1.17523;1.11995;1.20451;1.78237;1.72398;1.68105;1.73993;1.21227;1.2422;1.22694;1.17389;0.83485;1.1829;1.23894;1.19358;1.19642;1.22261;1.15728;1.23316;1.22996;1.23945;1.23559;1.01467;1.03434;1.03879;
1.95177;0.90957;1.66013;1.54938;1.47425;1.39965;0.79175;1.7545;1.05295;0;1.35665;0.99761;1.20457;1.71716;2.26122;1.47554;1.6505;1.73506;2.31292;2.25453;2.2116;2.27048;1.74282;1.75591;1.7192;1.70444;1.3654;1.71345;1.76949;1.72413;1.72697;1.75316;1.68783;1.76371;1.76051;1.77;1.63001;1.09591;1.11559;1.12003;
0.91563;0.95597;1.43328;1.32253;1.2474;1.1728;0.5649;1.52765;0.8261;1.35665;0;0.77076;1.25097;1.5175;2.03437;1.47893;1.42365;1.50821;2.08607;2.02768;1.98475;2.04363;1.51597;1.5459;1.53064;1.47759;1.13855;1.4866;1.54264;1.49728;1.50012;1.52631;1.46098;1.53686;1.53366;1.54315;1.53929;1.14231;1.16199;1.16643;
0.95416;0.82644;1.07424;0.96349;0.88836;0.81376;0.20586;1.16861;0.46706;0.99761;0.77076;0;1.00433;1.15846;1.67533;1.11989;1.06461;1.14917;1.72703;1.66864;1.62571;1.68459;1.15693;1.18686;1.1716;1.11855;0.77951;1.12756;1.1836;1.13824;1.14108;1.16727;1.10194;1.17782;1.17462;1.18411;1.18025;1.01278;1.03246;1.03691;
1.82782;0.295;1.1894;1.26413;1.24344;1.1598;0.79847;1.26731;1.05967;1.20457;1.25097;1.00433;0;1.1026;2.02137;0.86097;1.09229;1.2533;2.0572;2.01468;1.97175;2.03064;1.20039;1.14134;1.10463;1.16175;1.26386;1.2872;1.25626;1.19596;1.18163;1.25899;1.69454;1.24163;1.2248;1.22675;1.01544;0.48134;0.50102;0.50546;
