0;1.91712;2.31762;1.88637;3.28774;1.8731;1.85473;0.93997;1.48189;3.26557;1.94577;1.83436;1.9091;1.88841;2.09191;1.93997;1.93019;2.90272;1.76829;1.89594;1.76641;1.92222;2.73224;2.40876;1.94961;2.74181;3.62256;2.73727;1.93651;2.73696;2.68186;2.74151;2.76563;2.73287;1.92508;1.91708;2.93384;1.8616;2.75103;1.86645;3.30415;2.87207;1.7496;1.79661;1.86415;2.80992;1.84254;2.02699;1.91931;1.92792;1.92241;1.92244;1.92302;1.90883;1.93217;1.90122;1.84092;1.90396;3.40876;1.86977;1.87412;1.66041;1.82818;1.12631;1.14598;1.15043;0.95885;1.62697;3.65931;1.13669;
1.91712;0;0.9811;1.92355;1.95122;1.91028;1.89191;0.97715;1.51908;1.92905;1.96887;1.87155;1.94628;1.92559;2.12909;1.97715;1.96737;1.94496;1.80548;1.89674;1.80359;1.94532;2.76942;2.44594;1.97272;2.77899;3.65975;2.77446;1.97369;2.77415;2.71905;2.77869;2.80281;2.77005;1.96226;1.95426;2.97102;1.89878;2.78822;1.90363;1.96764;2.90925;1.78678;1.83379;1.90134;2.84711;1.87972;2.06417;1.9565;1.96511;1.9596;1.95962;1.96021;1.94601;1.96935;1.93841;1.87811;1.94114;3.44594;1.90695;1.91131;1.69759;1.86537;1.16349;1.18317;1.18761;0.98196;1.66415;3.69649;1.17387;
2.31762;0.9811;0;0.97996;0.97012;0.93643;0.93979;1.37765;0.83573;0.94795;2.72129;0.93592;1.91766;0.96869;1.76792;1.16002;0.99125;0.96385;0.92275;0.91563;0.95416;0.97035;1.89233;1.76259;2.86199;1.86145;2.72412;1.89737;0.9978;1.83852;1.78342;1.9016;2.83606;3.17055;2.36277;2.35477;1.99513;2.29929;2.59032;2.30414;0.98653;1.952;2.12576;0.9567;0.95047;1.87326;2.28023;2.46468;2.357;2.36561;2.3601;2.36013;2.36071;1.73367;2.08172;2.13777;2.09241;2.12143;2.76259;2.12878;2.31181;2.0981;2.26587;1.56399;1.58367;1.58812;1.87123;0.8284;2.77895;1.57438;
1.88637;1.92355;0.97996;0;1.95008;1.87953;1.86116;0.9464;1.48833;1.92791;2.93151;1.8408;1.91553;1.89484;2.09834;1.9464;1.93662;1.94382;1.77473;1.8956;1.77284;1.95031;2.73867;2.41519;2.93536;2.74824;3.629;2.74371;1.94294;2.7434;2.6883;2.74794;2.77206;2.7393;1.93151;1.92351;2.94027;1.86803;2.75747;1.87288;1.9665;2.8785;1.75603;1.80304;1.87059;2.81636;1.84897;2.03342;1.92575;1.93436;1.92885;1.92887;1.92946;1.91526;1.9386;1.90766;1.84736;1.91039;3.41519;1.8762;1.88056;1.66684;1.83462;1.13274;1.15242;1.15686;1.9446;1.6334;3.66574;1.14312;
3.28774;1.95122;0.97012;1.95008;0;1.90655;1.90991;2.34777;1.80584;1.91806;3.69141;1.8755;2.88777;1.9388;2.73804;2.13014;1.96137;1.93397;1.89287;1.88575;1.92428;1.94047;2.8497;2.73271;3.83211;2.82053;1.9127;2.85473;1.96792;0.9729;2.723;2.81966;2.82118;4.14067;3.33289;3.32488;2.96525;3.2694;2.82512;3.27425;1.95665;2.92212;3.09588;1.91406;1.92059;2.84337;1.89809;3.4348;3.32712;3.33573;3.33022;3.33024;3.33083;2.70379;3.05184;3.10788;3.06252;3.09155;3.7224;3.0989;3.28193;3.06821;3.23599;2.53411;2.55379;2.55823;2.84135;1.79852;3.73803;2.5445;
1.8731;1.91028;0.93643;1.87953;1.90655;0;1.8479;0.93313;1.47506;1.88438;1.92257;1.82753;1.90227;1.88158;2.08507;1.93313;1.92335;1.90028;1.76146;1.85206;1.75958;1.89902;1.89712;1.88066;1.92641;2.73497;2.82213;2.73044;1.92967;2.73013;1.88143;2.73467;1.89962;2.72603;1.91825;1.91024;1.86693;1.85477;1.87608;1.85962;1.92296;2.86523;1.74276;1.78977;1.85732;0.93682;1.83571;2.02016;1.91248;1.92109;1.91558;1.91561;1.91619;1.90199;1.92534;1.89439;1.83409;1.89712;2.88066;1.86294;1.86729;1.65358;1.82135;1.11947;1.13915;1.1436;0.93565;1.62013;2.79983;1.12986;
1.85473;1.89191;0.93979;1.86116;1.90991;1.8479;0;0.91476;1.45669;1.88774;1.91835;1.80916;1.8839;1.86321;2.0667;1.91476;1.90498;1.90365;1.74309;1.85543;1.74121;1.8948;2.70704;2.38356;1.9222;2.7166;3.59736;2.71207;1.9113;2.71176;2.65666;2.7163;2.74043;2.70766;1.89988;1.89188;2.90864;1.8364;2.72583;1.84125;1.92633;2.84686;1.72439;1.7714;1.83895;2.78472;1.81734;2.00179;1.89411;1.90272;1.89721;1.89724;1.89782;1.88362;1.90697;1.87602;1.81572;1.87875;3.38356;1.84457;1.84892;1.63521;1.80298;1.1011;1.12078;1.12523;0.93144;1.60176;3.6341;1.11149;
0.93997;0.97715;1.37765;0.9464;2.34777;0.93313;0.91476;0;0.54193;2.3256;1.98511;0.8944;0.96913;0.94844;1.15194;1;0.99022;1.96275;0.82833;0.95597;0.82644;1.87245;1.79227;1.46879;1.98896;1.80184;2.6826;1.79731;0.99654;1.797;1.7419;1.80154;1.82566;1.7929;0.98511;0.97711;1.99387;0.92163;1.81107;0.92648;2.36419;1.9321;0.80963;0.85664;0.92419;1.86996;0.90257;1.08702;0.97935;0.98796;0.98245;0.98247;0.98306;0.96886;0.9922;0.96126;0.90096;0.96399;2.46879;0.9298;0.93416;0.72044;0.88822;0.18634;0.20602;0.21046;0.9982;0.687;2.71934;0.19672;
1.48189;1.51908;0.83573;1.48833;1.80584;1.47506;1.45669;0.54193;0;1.78367;1.88557;1.43632;1.51106;1.49037;1.69387;1.54193;1.53215;1.79958;1.37025;1.4979;1.36837;1.80608;2.3342;0.92687;2.53088;2.34377;3.22452;2.33923;1.53847;2.33892;2.28382;2.34347;2.36759;2.33483;1.52704;1.51904;2.5358;1.46356;2.353;1.46841;1.82226;2.47403;1.35156;1.39857;1.46611;1.8707;1.4445;1.62895;1.52128;1.52988;1.52437;1.5244;1.52498;1.51079;1.53413;1.50318;1.44288;1.50592;1.92687;1.47173;1.47608;1.26237;1.43015;0.72827;0.74794;0.75239;1.54013;1.22893;3.26127;0.73865;
3.26557;1.92905;0.94795;1.92791;1.91806;1.88438;1.88774;2.3256;1.78367;0;3.66924;1.88386;2.8656;1.91663;2.71587;2.10797;1.9392;1.9118;1.8707;1.86358;1.90211;1.9183;2.79433;2.71054;3.80994;0.9135;3.67206;2.79937;1.9117;2.76113;2.73136;2.75751;2.7485;4.1185;3.31071;3.30271;2.7639;3.24723;2.76297;3.25208;1.93448;2.89995;3.07371;1.8587;1.89842;2.8212;1.83594;3.41262;3.30495;3.31356;3.30805;3.30807;3.30866;2.68162;3.02967;3.08571;3.04035;3.06938;3.71054;3.07673;3.25976;3.04604;3.21382;2.51194;2.53162;2.53606;2.81918;1.77635;1.831;2.52232;
