0;1.89803;1.91712;1.31595;0.9611;1.89278;1.89451;1.85473;0.93997;1.48189;0.93189;1.95154;1.93646;1.83436;2.83276;1.9091;1.88841;1.80477;1.93997;1.93019;1.91228;1.87673;1.76641;1.23497;1.89412;1.85329;1.86753;1.90488;2.73409;1.50594;1.84539;1.73726;1.89827;1.91725;2.70216;2.12321;2.65964;2.61672;2.69076;2.6756;2.73287;1.92508;1.91708;2.64245;2.59029;1.8616;1.88523;1.86645;1.94763;2.87577;1.9178;1.86415;1.85938;1.84254;2.61779;1.89508;1.92792;3.67112;1.92244;1.92302;1.8266;1.93952;1.66041;1.12631;2.70737;2.6921;1.7895;1.92147;0.95885;2.76289;1.81399;
1.89803;0;1.93522;1.31816;1.73476;1.91088;1.89672;1.87283;0.95807;1.49999;1.60523;1.95374;1.95456;1.85246;2.85086;1.9272;1.90651;1.82287;1.95807;1.94829;1.93038;1.91404;1.78451;1.25307;1.91222;2.52663;2.54086;2.57822;2.75219;1.52404;2.51873;1.75536;1.91637;1.93535;2.72026;2.14131;2.67774;2.63482;2.70886;2.6937;2.75097;1.94318;1.93518;2.66055;2.90914;1.8797;2.55856;1.88455;2.7213;2.89387;2.69146;1.88225;1.87748;1.86064;2.90836;1.91318;1.94602;3.68922;1.94054;1.94112;1.8447;1.95762;1.67851;1.14441;2.72547;2.7102;1.8076;1.93957;0.96106;3.43623;2.41236;
1.91712;1.93522;0;1.33906;0.9811;1.92996;1.91754;1.89191;0.97715;1.51908;1.62431;1.97379;1.97364;1.87155;2.86995;1.94628;1.92559;1.84195;1.97715;1.96737;1.94496;1.89674;1.80359;1.27215;1.9313;2.54571;2.55995;2.5973;2.77127;1.54312;2.53781;1.77444;1.93545;1.95443;2.73935;2.16039;2.69683;2.6539;2.72795;2.71279;2.77005;1.96226;1.95426;2.67963;2.92822;1.89878;2.57765;1.90363;1.96764;2.91295;1.9378;1.90134;1.89657;1.87972;2.92744;1.93226;1.96511;3.7083;1.95962;1.96021;1.86378;1.9767;1.69759;1.16349;2.74455;2.72928;1.82668;1.95865;0.98196;3.45531;2.43144;
1.31595;1.31816;1.33906;0;0.4166;1.31811;1.29275;1.28854;1.3553;1.25233;1.36455;1.34978;2.35179;1.35252;2.35092;2.32443;1.38529;2.18452;1.57662;1.34756;1.38045;1.33223;1.37076;1.6503;1.32046;2.28595;2.23502;2.33754;2.25225;1.38345;2.22672;2.15259;2.3136;1.34031;2.22032;2.53854;2.25512;2.20002;2.20892;2.3044;2.32347;2.34041;2.33241;2.2911;2.52769;2.27693;2.30025;2.28178;1.40313;2.30211;1.3733;1.36707;1.361;2.25787;2.31332;2.31041;1.34545;3.31521;2.33777;2.33836;2.24193;2.35485;2.07574;1.54164;3.08712;2.33619;2.20483;2.3368;0.3571;3.04672;2.24665;
0.9611;1.73476;0.9811;0.4166;0;1.73471;0.93643;0.93979;1.37765;0.83573;0.94795;0.99268;2.37414;0.93592;1.93432;1.91766;0.96869;1.76792;1.16002;0.99125;0.96385;0.91563;0.95416;1.67265;1.73706;1.86935;1.81842;1.92094;1.83565;0.96685;1.81012;1.83794;2.10333;1.75691;1.80372;2.56089;1.83852;1.78342;1.79232;1.8878;1.90687;2.36277;2.35477;1.8745;2.11109;2.29929;1.88365;2.30414;0.98653;1.96065;0.9567;0.95047;0.9444;2.28023;2.63385;2.33277;1.76205;3.63505;2.36013;2.36071;2.09524;2.3772;2.0981;1.56399;2.67052;2.65602;2.22719;2.35915;0.7737;2.63012;1.83005;
1.89278;1.91088;1.92996;1.31811;1.73471;0;1.89666;1.86758;0.95281;1.49474;1.59998;1.95369;1.9493;1.84721;2.84561;1.92195;1.90126;1.81762;1.95281;1.94303;1.92513;1.90878;1.77926;1.24781;1.90696;2.52138;2.53561;2.57297;2.74694;1.51879;2.51348;1.7501;1.91112;1.9301;2.71501;2.13605;2.67249;2.62957;2.70361;2.68845;2.74571;1.93793;1.92993;2.6553;2.90388;1.87445;2.55331;1.8793;2.72124;2.88861;2.69141;1.877;1.87223;1.85539;2.90311;1.90792;1.94077;3.68397;1.93529;1.93587;1.83944;1.95236;1.67326;1.13915;2.72022;2.70495;1.80235;1.93431;0.96101;3.43098;2.4071;
1.89451;1.89672;1.91754;1.29275;0.93643;1.89666;0;1.86709;1.93385;1.77216;1.88438;1.92834;2.93034;1.87235;2.87075;2.85409;1.90512;2.70436;2.09646;1.92612;1.90028;1.85206;1.8906;2.22885;1.89902;2.80578;2.75485;2.85737;2.77208;1.90328;2.74655;2.73114;2.89216;1.91887;2.74015;3.11709;2.77495;2.71985;2.72875;2.82423;2.8433;2.91897;2.91097;2.81093;3.04752;2.85549;2.82008;2.86034;1.92296;2.88067;1.89313;1.8869;1.88083;2.83643;2.89188;2.88897;1.92401;3.89376;2.91633;2.91691;2.82048;2.9334;2.6543;2.12019;3.60696;2.91474;2.78339;2.91535;0.93565;3.56655;2.76648;
1.85473;1.87283;1.89191;1.28854;0.93979;1.86758;1.86709;0;0.91476;1.45669;1.56193;1.92412;1.91125;1.80916;2.80756;1.8839;1.86321;1.77957;1.91476;1.90498;1.88708;1.85543;1.74121;1.20976;1.86891;2.48333;2.49756;2.53492;2.70889;1.48074;2.47543;1.71205;1.87307;1.89205;2.67696;2.098;2.63444;2.59152;2.66556;2.6504;2.70766;1.89988;1.89188;2.61725;2.86583;1.8364;2.51526;1.84125;1.92633;2.85056;1.89649;1.83895;1.83418;1.81734;2.86506;1.86987;1.90272;3.64592;1.89724;1.89782;1.80139;1.91431;1.63521;1.1011;2.68217;2.6669;1.7643;1.89626;0.93144;3.39293;2.36905;
0.93997;0.95807;0.97715;1.3553;1.37765;0.95281;1.93385;0.91476;0;0.54193;0.64716;1.99088;0.99649;0.8944;1.8928;0.96913;0.94844;0.8648;1;0.99022;0.97231;0.95597;0.82644;0.295;0.95415;1.56856;1.5828;1.62015;1.79412;0.56597;1.56066;0.79729;0.9583;0.97728;1.7622;1.18324;1.71968;1.67675;1.7508;1.73564;1.7929;0.98511;0.97711;1.70248;1.95107;0.92163;1.6005;0.92648;2.36419;1.9358;2.33435;0.92419;0.91942;0.90257;1.95029;0.95511;0.98796;2.73115;0.98247;0.98306;0.88663;0.99955;0.72044;0.18634;1.7674;1.75213;0.84953;0.9815;0.9982;2.47816;1.45429;
1.48189;1.49999;1.51908;1.25233;0.83573;1.49474;1.77216;1.45669;0.54193;0;1.18909;1.82841;1.53842;1.43632;2.43472;1.51106;1.49037;1.40673;1.54193;1.53215;1.51424;1.4979;1.36837;0.83693;1.49608;2.11049;2.12472;2.16208;2.33605;1.1079;2.10259;1.33922;1.50023;1.51921;2.30412;1.72517;2.2616;2.21868;2.29272;2.27756;2.33483;1.52704;1.51904;2.24441;2.493;1.46356;2.14242;1.46841;1.82226;2.47773;1.79243;1.46611;1.46134;1.4445;2.49222;1.49704;1.52988;3.27308;1.5244;1.52498;1.42856;1.54148;1.26237;0.72827;2.30933;2.29406;1.39146;1.52343;1.54013;3.02009;1.99622;
